step,tag
0,phase_start,1,Walker2d-v4,80000
8,reward,1,Walker2d-v4,-3.298300093218709,-3.298
38,reward,1,Walker2d-v4,-0.8885712245800171,-2.093
69,reward,1,Walker2d-v4,4.866972352301726,0.227
98,reward,1,Walker2d-v4,7.889904405767911,2.143
112,reward,1,Walker2d-v4,1.5000857648452257,2.014
134,reward,1,Walker2d-v4,-3.614827523554613,1.076
149,reward,1,Walker2d-v4,-1.005863460092997,0.778
174,reward,1,Walker2d-v4,-1.9990601804058348,0.431
198,reward,1,Walker2d-v4,-0.04089812768120982,0.379
222,reward,1,Walker2d-v4,6.201589566716837,0.961
237,reward,1,Walker2d-v4,1.4781135941573507,1.439
252,reward,1,Walker2d-v4,1.7270341820006085,1.7
271,reward,1,Walker2d-v4,-6.963044439918483,0.517
286,reward,1,Walker2d-v4,1.6934624209840523,-0.102
307,reward,1,Walker2d-v4,-3.5364179385958754,-0.606
325,reward,1,Walker2d-v4,-3.49570801279276,-0.594
342,reward,1,Walker2d-v4,3.074975769023192,-0.186
364,reward,1,Walker2d-v4,-9.233722658759957,-0.909
396,reward,1,Walker2d-v4,10.080978070913625,0.103
415,reward,1,Walker2d-v4,0.7137468704136947,-0.446
426,reward,1,Walker2d-v4,-4.114280957448611,-1.005
438,reward,1,Walker2d-v4,0.5216534197577256,-1.126
446,reward,1,Walker2d-v4,-2.9921443500914267,-0.729
455,reward,1,Walker2d-v4,-6.175488479680314,-1.516
465,reward,1,Walker2d-v4,-1.8347306694916043,-1.345
488,reward,1,Walker2d-v4,-0.04231208019195565,-1.0
512,reward,1,Walker2d-v4,-2.8260306754724187,-1.59
548,reward,1,Walker2d-v4,2.522368632692095,-0.415
561,reward,1,Walker2d-v4,-0.8432872541495673,-1.507
574,reward,1,Walker2d-v4,2.4602912002704813,-1.332
590,reward,1,Walker2d-v4,2.9830781462776184,-0.623
633,reward,1,Walker2d-v4,3.093983679733851,-0.365
666,reward,1,Walker2d-v4,-0.41051905560607205,-0.107
690,reward,1,Walker2d-v4,0.4221254053158623,0.552
699,reward,1,Walker2d-v4,-3.543558757042457,0.382
737,reward,1,Walker2d-v4,15.071023556054353,1.893
760,reward,1,Walker2d-v4,-1.2968183444065489,2.046
781,reward,1,Walker2d-v4,8.171564841441258,2.611
794,reward,1,Walker2d-v4,-1.7541264483809487,2.52
805,reward,1,Walker2d-v4,0.37964577839706504,2.312
824,reward,1,Walker2d-v4,-10.519994848432262,0.961
835,reward,1,Walker2d-v4,-1.52534063415552,0.499
889,reward,1,Walker2d-v4,-1.3854690128822331,0.402
907,reward,1,Walker2d-v4,3.2412941163147857,0.684
946,reward,1,Walker2d-v4,15.789749572304734,2.617
966,reward,1,Walker2d-v4,1.3050281291145445,1.241
975,reward,1,Walker2d-v4,-4.680565933850757,0.902
991,reward,1,Walker2d-v4,-6.009325418657154,-0.516
1003,reward,1,Walker2d-v4,-1.4435889207092574,-0.485
1013,reward,1,Walker2d-v4,-1.6329999558838886,-0.686
1047,reward,1,Walker2d-v4,15.690816007360713,1.935
1068,reward,1,Walker2d-v4,9.072694224270746,2.995
1078,reward,1,Walker2d-v4,-1.821356960422044,2.951
1105,reward,1,Walker2d-v4,11.057983681017106,3.733
1145,reward,1,Walker2d-v4,-3.7096595710148845,1.783
1159,reward,1,Walker2d-v4,-2.7256070754764683,1.38
1175,reward,1,Walker2d-v4,-4.249267170937279,1.423
1190,reward,1,Walker2d-v4,0.6860376716909806,2.093
1199,reward,1,Walker2d-v4,-0.876814704338639,2.149
