step,tag
0,phase_start,1,Walker2d-v4,80000
10,reward,1,Walker2d-v4,-2.0034321835946862,-2.003
23,reward,1,Walker2d-v4,0.2245286696041614,-0.889
58,reward,1,Walker2d-v4,9.022093099406726,2.414
69,reward,1,Walker2d-v4,-1.6318203601416628,1.403
84,reward,1,Walker2d-v4,-8.498499846138259,-0.577
101,reward,1,Walker2d-v4,-9.953326845550443,-2.14
119,reward,1,Walker2d-v4,4.703396419385848,-1.162
133,reward,1,Walker2d-v4,1.1849388315865497,-0.869
149,reward,1,Walker2d-v4,-9.058886923320934,-1.779
162,reward,1,Walker2d-v4,2.5819353281166455,-1.343
178,reward,1,Walker2d-v4,1.617352193838601,-0.981
189,reward,1,Walker2d-v4,-0.26163563440259696,-1.029
215,reward,1,Walker2d-v4,-3.6106284628200744,-2.293
225,reward,1,Walker2d-v4,-0.48084752459249014,-2.178
241,reward,1,Walker2d-v4,-3.3837239815448283,-1.666
257,reward,1,Walker2d-v4,-2.5787271921290307,-0.929
280,reward,1,Walker2d-v4,2.4224721773729474,-1.157
309,reward,1,Walker2d-v4,2.2563250210919037,-1.05
334,reward,1,Walker2d-v4,-8.134307038791446,-0.957
359,reward,1,Walker2d-v4,0.49596983978320774,-1.166
383,reward,1,Walker2d-v4,-0.2597846663289596,-1.353
401,reward,1,Walker2d-v4,5.0615363918673975,-0.821
428,reward,1,Walker2d-v4,2.940885823248828,-0.166
453,reward,1,Walker2d-v4,4.112104964682938,0.293
473,reward,1,Walker2d-v4,3.543156030144914,0.986
487,reward,1,Walker2d-v4,0.6539527194206565,1.309
502,reward,1,Walker2d-v4,-2.5864273121726935,0.808
522,reward,1,Walker2d-v4,-1.648894338616075,0.418
535,reward,1,Walker2d-v4,1.9963585950876577,1.431
561,reward,1,Walker2d-v4,0.6968815170325433,1.451
572,reward,1,Walker2d-v4,-1.6532853903206455,1.312
591,reward,1,Walker2d-v4,-4.731306840027382,0.332
614,reward,1,Walker2d-v4,-0.7766096796315385,-0.039
639,reward,1,Walker2d-v4,-7.143842863752304,-1.165
670,reward,1,Walker2d-v4,-4.490372638752818,-1.968
680,reward,1,Walker2d-v4,-1.1462251336068607,-2.148
710,reward,1,Walker2d-v4,6.554837534999096,-1.234
728,reward,1,Walker2d-v4,-6.366871089464073,-1.706
743,reward,1,Walker2d-v4,2.2557101943905007,-1.68
783,reward,1,Walker2d-v4,-2.130386274718603,-1.963
819,reward,1,Walker2d-v4,6.75470751750405,-1.122
836,reward,1,Walker2d-v4,0.6435414554586105,-0.585
859,reward,1,Walker2d-v4,-6.717137676931547,-1.179
873,reward,1,Walker2d-v4,2.3304142904464396,-0.231
887,reward,1,Walker2d-v4,-4.629124783365306,-0.245
896,reward,1,Walker2d-v4,-0.03213804148024568,-0.134
